ID_QUATANGSN,PHIQUATANG,THONGDIEP,TENNGUOINHAN,DIACHIGIAOQUA,ID_DH
188,45000,Chúc mừng sinh nhật nghen,Đoàn Danh Hưng,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",865
189,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Vương Đắc Quốc Anh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",378
190,45000,Chúc mừng sinh nhật.,Đặng Huy Mạnh,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1047
191,25000,Chúc mừng sinh nhật nghen,Trương Đăng Kiên,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",534
192,45000,Chúc mừng sinh nhật người đẹp.,Nguyễn Hoàng Gia Vỹ,"68 Nguyễn Huệ, P. Bến Nghé, Quận",160
193,25000,Hãy luôn yêu đời nhé !,Nguyễn Minh Quyền,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1077
194,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Ngọc Mai,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",986
195,25000,,Nguyễn Vũ Khôi Nguyên,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",333
196,45000,Happy Birthday,Ngân Hà,120 Phan Xích Long P3 Quận Bình Thạnh,518
197,25000,Chúc mừng sinh nhật.,Trần Tiến Hùng,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1129
198,45000,Chúc mừng sinh nhật!,Trần Mai Linh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",117
199,25000,Chúc mừng khởi đầu một năm hành trình mới,Lê Khánh Giang,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",776
200,45000,\Tận hưởng từng centimet nhé ;),Đỗ Nhật Huy,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",755
201,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Phạm Quý Long,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",176
202,45000,Chúc mừng sinh nhật.,Tuấn Anh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",180
203,25000,Forget the past; look forward to the future,Lương Bảo Lâm,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",730
204,45000,Happy Birthday,Dương,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",229
205,25000,Chúc mừng sinh nhật!,Trần Duy Minh,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",45
206,45000,\Tận hưởng từng centimet nhé ;),Văn Hà Linh,120 Phan Xích Long P3 Quận Bình Thạnh,485
207,25000,,Phạm An Nhiên,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",608
208,45000,Hãy luôn yêu đời nhé !,Võ Nguyễn Tuấn Kiệt,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1023
209,25000,May beauty and happiness surround you,Nguyễn Mai Thảo,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",103
210,45000,Hãy luôn yêu đời nhé !,Trần Anh Khôi,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",526
211,25000,Những gì tốt đẹp nhất vẫn đang đến.,Ngô Lê Đức Anh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",375
212,45000,Chúc mừng khởi đầu một năm hành trình mới,Tạ Hữu Đức Mạnh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",457
213,25000,Party hard - this is YOUR day\,Nguyễn Phúc Quang Lâm,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",586
214,45000,Chúc mừng sinh nhật bạn thân!,Vũ Quang Đạt,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",778
215,25000,Happy Birthday.,Nguyễn Thúy An,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,700
216,45000,Những gì tốt đẹp nhất vẫn đang đến.,Quốc Thanh,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",465
217,25000,for the best things are yet to come,Phan Bá Khôi,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",838
218,45000,May beauty and happiness surround you,Nguyễn Diệp Chi,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1040
219,25000,Forget the past; look forward to the future,Lê Đức Hiếu,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",816
220,45000,Chúc mừng sinh nhật!,Nguyễn Văn Thành,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",752
221,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Vũ Quốc Hoàng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",924
222,45000,Chúc mừng sinh nhật!,Nguyễn Danh Hoàng Long,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",992
223,25000,Chúc mừng sinh nhật.,Tuệ San,120 Phan Xích Long P3 Quận Bình Thạnh,550
224,45000,Chúc mừng sinh nhật nghen,Vũ Mạnh Huy,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",966
225,25000,Những gì tốt đẹp nhất vẫn đang đến.,Lê Châu Anh,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",431
226,45000,Chúc mừng khởi đầu một năm hành trình mới,Hoàng Thùy Dung,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",56
227,25000,Cuộc đời là một chuyến hành trình.,Hồ Nam,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",308
228,45000,Happy Birthday,Lê Hải Vũ,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",866
229,25000,Chúc mừng sinh nhật.,Lưu Lê Tự Kiên,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",667
230,45000,Chúc mừng sinh nhật bạn thân!,Tạ Minh Đức,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",993
231,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Tạ Minh Đức,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",52
232,45000,Happy Birthday!,Mạc Vi Mỹ An,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",701
233,25000,Enjoy every mile. Happy Birthday.,Quân,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1216
234,45000,Cuộc đời là một chuyến hành trình.,Bùi Anh Đức,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",519
235,25000,Chúc mừng sinh nhật.,Nguyễn Minh Quyền,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",511
236,45000,Life is a journey.,Lê Thành Lộc,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1186
237,25000,Cuộc đời là một chuyến hành trình.,Vũ Minh Phát,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",384
238,45000,Party hard - this is YOUR day\,Nguyễn Minh Quân,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",833
239,25000,Chúc mừng sinh nhật.,Quang,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",729
240,45000,,Nguyễn Hoàng Bảo Anh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",536
241,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Ngô Mạnh Quân,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",75
242,45000,Enjoy every mile. Happy Birthday.,Nguyễn Quang Đăng,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",917
243,25000,Chúc mừng sinh nhật!,Lê Xuân Bách,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",653
244,45000,Forget the past; look forward to the future,HÙng,120 Phan Xích Long P3 Quận Bình Thạnh,237
245,25000,Chúc mừng sinh nhật!,Nguyễn Tùng Chi,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,558
246,45000,Happy Birthday.,Nguyễn Minh Quyền,"156 pAn Lạc A, QBình Tân, TpHCM",743
247,25000,Chúc mừng sinh nhật nghen,Tạ Hữu Đức Mạnh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",589
248,45000,\Tận hưởng từng centimet nhé ;),Vũ Ngọc Hải,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",183
249,25000,Party hard - this is YOUR day\,Nguyễn Diệp Chi,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",884
250,45000,Happy Birthday!,Nguyễn Minh Nguyệt,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1241
251,25000,Happy Birthday.,Trịnh Hữu Phúc Minh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",642
252,45000,Forget the past; look forward to the future,Nguyễn Vũ Khôi Nguyên,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",934
253,25000,Chúc mừng sinh nhật người đẹp.,Nguyễn Hoàng Gia Đạt,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",547
254,45000,Chúc mừng sinh nhật người đẹp.,Nguyễn Linh Lan,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",258
255,25000,Chúc bạn một tuổi mới như thế ^^,Trần Quang Thịnh,"156 pAn Lạc A, QBình Tân, TpHCM",167
256,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Ngô Đan Khanh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",727
257,25000,,Nguyễn Gia Phúc,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1003
258,45000,for the best things are yet to come,Mạc Vi Mỹ An,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",615
259,25000,Một ngày được phủ tràn nắng ấm,Thái Doãn Phát,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",967
260,45000,Chúc bạn một tuổi mới như thế ^^,Vĩnh Kì,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1073
261,25000,Forget the past; look forward to the future,Nguyễn Phúc Thiên Bảo,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",704
262,45000,Cuộc đời là một chuyến hành trình.,Đặng Hữu Khang,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",627
263,25000,Chúc mừng sinh nhật!,Lê Đức Hiếu,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1248
264,45000,Life is a journey.,Nguyễn Quỳnh Giang,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",933
265,25000,Chúc mừng sinh nhật.,Lê Trần Minh Khang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",109
266,45000,Chúc mừng sinh nhật.,Đoàn Gia Khang,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",907
267,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Anh Quân,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",169
268,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Gia Phúc,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",784
269,25000,Chúc mừng sinh nhật.,Diệu Anh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1070
270,45000,Party hard - this is YOUR day\,Lê Gia Minh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1088
271,25000,Enjoy every mile. Happy Birthday.,HÙng,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",567
272,45000,Chúc mừng sinh nhật.,Nguyễn Hoàng Điền,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1138
273,25000,,Hà Lê Bảo Nhi,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",726
274,45000,for the best things are yet to come,Nguyễn Phương Linh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",163
275,25000,Cuộc đời là một chuyến hành trình.,Hứa Gia Bảo,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",448
276,45000,Happy Birthday!,Lê Hoàng Giang,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1238
277,25000,\Tận hưởng từng centimet nhé ;),Nguyễn Trần Gia Huy,"156 pAn Lạc A, QBình Tân, TpHCM",969
278,45000,Chúc mừng sinh nhật.,Tạ Hữu Đức Mạnh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1263
279,25000,Cuộc đời là một chuyến hành trình.,Trần Anh Khôi,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",156
280,45000,Chúc mừng sinh nhật!,Đinh Tuấn Khang,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",404
281,25000,"Another year older, another year wiser. ",Gia Hưng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",602
282,45000,,Nguyễn Ngân Hà,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",910
283,25000,Cuộc đời là một chuyến hành trình.,Phạm Minh Khôi,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1264
284,45000,\Tận hưởng từng centimet nhé ;),Dương,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1055
285,25000,Một ngày được phủ tràn nắng ấm,Trần Hải Bảo Minh,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",785
286,45000,for the best things are yet to come,Bùi Bá Triết,120 Phan Xích Long P3 Quận Bình Thạnh,1144
287,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",hoàng trung kiên,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1051
288,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Trịnh Nhật Nam,"233đường Trục, P.13, Q. BìnhThạnh",427
289,25000,Happy Birthday,Xuân Phú,"68 Nguyễn Huệ, P. Bến Nghé, Quận",9
290,45000,Happy Birthday,Lưu Trần Mẫn Khang,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",335
291,25000,Life is a journey.,Minh Triết,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",494
292,45000,Life is a journey.,Nguyễn Duy Nguyên,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",873
293,25000,Enjoy every mile. Happy Birthday.,Nguyễn Quốc Triệu,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1021
294,45000,for the best things are yet to come,Hồ Hải Nam,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",106
295,25000,Chúc mừng sinh nhật nghen,Trần Quang Thịnh,"233đường Trục, P.13, Q. BìnhThạnh",21
296,45000,Happy Birthday!,Phạm Phúc Nguyên,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1137
297,25000,Chúc mừng sinh nhật!,Vũ Ngọc Hải,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1006
298,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Hoàng Bảo Anh,"156 pAn Lạc A, QBình Tân, TpHCM",517
299,25000,Chúc mừng sinh nhật người đẹp.,Nguyễn Thái Giang,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",311
300,45000,May beauty and happiness surround you,Lê Trần Minh Khang,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1283
301,25000,Hãy luôn yêu đời nhé !,Hà Linh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1064
302,45000,Chúc mừng sinh nhật bạn thân!,Nguyễn Ngọc Mai,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1247
303,25000,Happy Birthday,Nguyễn Ngọc Ánh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",152
304,45000,Forget the past; look forward to the future,Lâm Ngọc Khánh An,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",266
305,25000,Happy Birthday.,Nguyễn Tuấn Khanh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1001
306,45000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Linh Lan,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1057
307,25000,for the best things are yet to come,Nguyễn Tạ Ân Bình,"233đường Trục, P.13, Q. BìnhThạnh",540
308,45000,Chúc mừng sinh nhật!,Trần Gia Huy,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",397
309,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Hà Thiện Nhân,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1190
310,45000,Hãy luôn yêu đời nhé !,An Lê,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",660
311,25000,Chúc mừng sinh nhật.,Nguyễn Viết Khoa,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1250
312,45000,Chúc mừng sinh nhật người đẹp.,Đoàn Minh Tuấn,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",613
313,25000,Life is a journey.,Nguyễn Quang Đăng,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",185
314,45000,Enjoy every mile. Happy Birthday.,Nguyễn Hoàng Minh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",628
315,25000,Chúc mừng sinh nhật.,Trần Duy Minh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1228
316,45000,for the best things are yet to come,Vu Bao Chau,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1074
317,25000,Forget the past; look forward to the future,Mai Phương,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",829
318,45000,Chúc mừng sinh nhật.,Vũ Quang Đạt,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1150
319,25000,Chúc mừng sinh nhật.,Trần Quang Thịnh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",675
320,45000,May beauty and happiness surround you,Nguyễn Trí Cao,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",491
321,25000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Bảo Ngọc,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",682
322,45000,Happy Birthday.,Tuấn Minh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",108
323,25000,Happy Birthday!,Phan Anh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",870
324,45000,Chúc mừng sinh nhật người đẹp.,Lê Hồng Nhật Y,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1017
325,25000,Happy Birthday.,Lê Bá Di,"233đường Trục, P.13, Q. BìnhThạnh",944
326,45000,Forget the past; look forward to the future,Cao Nguyên,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1268
327,25000,Chúc mừng sinh nhật bạn thân!,Trương Đăng Kiên,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",637
328,45000,Party điii…!!,Hải Đức,"156 pAn Lạc A, QBình Tân, TpHCM",528
329,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",HÙng,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",919
330,45000,Party hard - this is YOUR day\,Khánh,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",942
331,25000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Hoàng Điền,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",352
332,45000,Một ngày được phủ tràn nắng ấm,Phan Thiện Lâm,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",351
333,25000,Chúc mừng sinh nhật!,Nguyễn Trí Dũng,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",251
334,45000,Happy Birthday,Lê Xuân Bách,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1245
335,25000,Enjoy every mile. Happy Birthday.,Hồ Hải Nam,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1043
336,45000,for the best things are yet to come,Hoàng Minh,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",17
337,25000,Cuộc đời là một chuyến hành trình.,Nguyễn Khương Duy,"68 Nguyễn Huệ, P. Bến Nghé, Quận",777
338,45000,Enjoy every mile. Happy Birthday.,Bảo Nam,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1304
339,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Thái Giang,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",62
340,45000,May beauty and happiness surround you,Anh Quân,"233đường Trục, P.13, Q. BìnhThạnh",93
341,25000,,Anh Quân,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",800
342,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Nhật Quang,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",410
343,25000,Life is a journey.,Lâm Bảo Khánh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",230
344,45000,Chúc bạn một tuổi mới như thế ^^,Vũ Minh Thành,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",76
345,25000,Party điii…!!,Lê Đình Đạt,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",734
346,45000,Happy Birthday!,Đinh Ngọc Anh Thơ,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",46
347,25000,Forget the past; look forward to the future,Quang Minh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",806
348,45000,Forget the past; look forward to the future,Nguyễn Hà Khánh Ngọc,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",385
349,25000,\Tận hưởng từng centimet nhé ;),Nguyễn Trọng Quang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",354
350,45000,Party điii…!!,Trần Anh Khôi,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",347
351,25000,"Another year older, another year wiser. ",Phan Phú Trung,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",943
352,45000,\Tận hưởng từng centimet nhé ;),Hồ Tuấn Đạt,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",756
353,25000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Phúc Thiên Bảo,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1044
354,45000,Chúc mừng khởi đầu một năm hành trình mới,Trần Mai Ngọc Đăng,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,268
355,25000,for the best things are yet to come,Đặng Huy Mạnh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",554
356,45000,Happy Birthday!,Vũ Lê Trường Phúc,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,158
357,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Quang Minh,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1331
358,45000,Chúc mừng khởi đầu một năm hành trình mới,Nguyễn Bảo Khánh,120 Phan Xích Long P3 Quận Bình Thạnh,565
359,25000,"Another year older, another year wiser. ",Nguyễn Quang Hưng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",503
360,45000,Một ngày được phủ tràn nắng ấm,Bùi Bá Thắng,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",792
361,25000,Life is a journey.,Nguyễn Minh Nguyệt,"233đường Trục, P.13, Q. BìnhThạnh",166
362,45000,Những gì tốt đẹp nhất vẫn đang đến.,Trần Mai Ngọc Đăng,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",546
363,25000,"Another year older, another year wiser. ",Hoàng Phú Minh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1298
364,45000,Chúc mừng sinh nhật!,Khôi,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1232
365,25000,Chúc bạn một tuổi mới như thế ^^,Bùi Châu Anh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1335
366,45000,May beauty and happiness surround you,Lê Nguyễn Thiên Ân,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",489
367,25000,Happy Birthday,Nguyễn An Sơn,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",669
368,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Bảo Nam,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1195
369,25000,Forget the past; look forward to the future,Lê Vĩnh Huy,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1133
370,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Thị Bình Nguyên,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,417
371,25000,Chúc mừng sinh nhật.,Vi,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",862
372,45000,Life is a journey.,Võ Quốc Hoàng Long,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",182
373,25000,Chúc mừng sinh nhật nghen,Minh Hoàng,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1305
374,45000,Forget the past; look forward to the future,Lê Trần Minh Khang,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1174
375,25000,Chúc mừng sinh nhật.,Nguyễn Quang Đăng,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",562
376,45000,Chúc mừng sinh nhật người đẹp.,Nhật Minh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1351
