ID_PO,MAPO,TRANGTHAI,NGAYPO,MINCODEPGH,LIENHE,NGAYGUIHANGDK,LOAIHINHNHAPKHO,GHICHU,DIACHIGIAOHANG,TONGTIEN,MA_MHVH,MAKHO,ID_NBH
98,89462393,1,1/2/2020 0:15,5.41E+12,Rocha,1/2/2020 4:15,Nhập kho trực tiếp,I6E1QBUE1T4O0YEERIURJX6MCCPCOLDHAS,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2985000,MHVH004   ,KHO007    ,6859
99,33977172,1,1/2/2020 0:30,4.49E+12,Ramirez,1/2/2020 4:30,Nhập kho trực tiếp,OFO269G,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3318000,MHVH003   ,KHO004    ,1228
100,56011500,1,1/2/2020 0:45,2.03E+12,James,1/2/2020 4:45,Nhập kho trực tiếp,5NB31GHM9YLSLZSOELHQGGND,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",9190000,MHVH005   ,KHO008    ,2896
101,2000539,1,1/2/2020 1:00,3.72E+12,Garner,1/2/2020 5:00,Nhập kho trực tiếp,3PY2FNH2E1Y08OW7Y3JP09OMZOKRQ2O0XVXQIJUA,120 Phan Xích Long P3 Quận Bình Thạnh,374000,MHVH002   ,KHO003    ,8641
102,81371427,1,1/2/2020 1:15,3.37E+12,Sweeney,1/2/2020 5:15,Nhập kho trực tiếp,P7YTO5XLJHD3O7T0B2Q2PCBCX3DQ5OE89LA2QSBJN57KB,"68 Nguyễn Huệ, P. Bến Nghé, Quận",849000,MHVH005   ,KHO009    ,2792
103,64780272,0,1/2/2020 1:30,6.45E+12,Atkins,1/2/2020 5:30,Nhập kho trực tiếp,9O4P,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3968000,MHVH005   ,KHO008    ,4230
104,43617048,1,1/2/2020 1:45,5.88E+12,Riddle,1/2/2020 5:45,Nhập kho trực tiếp,G37EDVLWKS6GU34U2XRAIR7FJ4R00TOMGIX517W74,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",10500000,MHVH004   ,KHO008    ,9339
105,87954367,0,1/2/2020 2:00,9.12E+12,Cohen,1/2/2020 6:00,Nhập kho trực tiếp,QRHP,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5496000,MHVH002   ,KHO004    ,3237
106,36612421,0,1/2/2020 2:15,6.37E+12,Hubbard,1/2/2020 6:15,Nhập kho trực tiếp,H726RCENPWSU93KVR3K0C5ZSV1K6M0FXT,"156 pAn Lạc A, QBình Tân, TpHCM",4268000,MHVH001   ,KHO001    ,6772
107,87090743,0,1/2/2020 2:30,5.88E+12,Richardson,1/2/2020 6:30,Nhập kho trực tiếp,ATXNX91U789,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",5068000,MHVH001   ,KHO002    ,149
108,35034806,0,1/2/2020 2:45,7.53E+12,Fox,1/2/2020 6:45,Nhập kho trực tiếp,N3J1ZOXP0B8AAPS81PGU0GSRX35AYHXQI,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",2650000,MHVH003   ,KHO005    ,5844
109,29035836,0,1/2/2020 3:00,8.70E+12,Henderson,1/2/2020 7:00,Nhập kho trực tiếp,EGML0R04RYLNC7HSTISFB6B,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1729000,MHVH002   ,KHO003    ,9790
110,49264223,1,1/2/2020 3:15,5.96E+12,Roberson,1/2/2020 7:15,Nhập kho trực tiếp,3VINQIEIRR,"156 pAn Lạc A, QBình Tân, TpHCM",12672000,MHVH002   ,KHO003    ,3133
111,52128041,0,1/2/2020 3:30,9.07E+12,Tran,1/2/2020 7:30,Nhập kho trực tiếp,CMGPOTWPT6ARXT6OFX3784TH49DD8K2VLW,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",2482000,MHVH001   ,KHO002    ,5602
112,54197109,0,1/2/2020 3:45,6.19E+11,Cobb,1/2/2020 7:45,Nhập kho trực tiếp,5CS3MEGHMS4KTKUZKOJ37SYKEFJG93F61O0BMUHTRN7P,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3544000,MHVH003   ,KHO006    ,7684
113,10187394,0,1/2/2020 4:00,3.89E+12,Mac Donald,1/2/2020 8:00,Nhập kho trực tiếp,PJSELI71SWDE7P6V08IDXI5JICP7QCKK9KPVQ1OK848RNXE5AX,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",80000,MHVH002   ,KHO004    ,3629
114,33752001,0,1/2/2020 4:15,9.00E+12,Harding,1/2/2020 8:15,Nhập kho trực tiếp,EPC26E9V8SZBG,120 Phan Xích Long P3 Quận Bình Thạnh,3350000,MHVH001   ,KHO001    ,5215
115,73785572,0,1/2/2020 4:30,7.61E+12,Crosby,1/2/2020 8:30,Nhập kho trực tiếp,S5MZA4YKY5S9EVLYKWSL5VWIIHG6FR8TS,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",27940000,MHVH004   ,KHO007    ,1186
116,31059281,0,1/2/2020 4:45,1.04E+12,O'Neill,1/2/2020 8:45,Nhập kho trực tiếp,VSR50TRUQ79W0DAA73IV6W84GSNS4,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4224000,MHVH004   ,KHO006    ,3745
117,61791878,1,1/2/2020 5:00,7.09E+12,Santana,1/2/2020 9:00,Nhập kho trực tiếp,XZHY0T6FVZTB4P9MH3V5J4BX8YJNP75ZQKAAF1DH4,"156 pAn Lạc A, QBình Tân, TpHCM",3700000,MHVH002   ,KHO003    ,1041
118,12859807,1,1/2/2020 5:15,5.38E+12,Nielsen,1/2/2020 9:15,Nhập kho trực tiếp,7J1USJUUBK,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",23420000,MHVH001   ,KHO002    ,1572
119,49607022,1,1/2/2020 5:30,8.32E+12,Herman,1/2/2020 9:30,Nhập kho trực tiếp,YMSN,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",630000,MHVH003   ,KHO005    ,8625
120,56576325,1,1/2/2020 5:45,9.86E+12,Key,1/2/2020 9:45,Nhập kho trực tiếp,Q29IQOTULKFZ7GPE1RXRVD,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4086000,MHVH002   ,KHO003    ,8082
121,30754281,0,1/2/2020 6:00,1.61E+12,Gilbert,1/2/2020 10:00,Nhập kho trực tiếp,0TUWL2RXHMUBB8M2JP6983VNUVIXVVVOCV8PVR8SUM,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",11712000,MHVH002   ,KHO003    ,7719
122,7801166,1,1/2/2020 6:15,2.38E+12,Ryan,1/2/2020 10:15,Nhập kho trực tiếp,CC5,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",8708000,MHVH004   ,KHO006    ,9738
123,27191295,0,1/2/2020 6:30,5.32E+12,Bradshaw,1/2/2020 10:30,Nhập kho trực tiếp,6FOD2O4XWX72QJT1MQ5YFZX6SHEFL6I,"233đường Trục, P.13, Q. BìnhThạnh",24345000,NULL,NULL,NULL
124,46622514,1,1/2/2020 6:45,2.46E+12,Levy,1/2/2020 10:45,Nhập kho trực tiếp,PGCH7HTZ7XBROPI80KAM66Y6IHLKAPCQEWC,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",22408000,MHVH005   ,KHO009    ,8475
125,6836278,0,1/2/2020 7:00,2.68E+12,Ballard,1/2/2020 11:00,Nhập kho trực tiếp,7BU4W6QHN5I3Y6E0VW4JI5ZPW9PILLCRC91OQ5,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",2727000,MHVH004   ,KHO007    ,7094
126,67904121,0,1/2/2020 7:15,7.93E+12,Aguilar,1/2/2020 11:15,Nhập kho trực tiếp,0FGICYIM4ABUHS,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",8953000,MHVH001   ,KHO002    ,4950
127,82188885,0,1/2/2020 7:30,7.83E+12,Wilkinson,1/2/2020 11:30,Nhập kho trực tiếp,Q1C58NG8V,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",6172000,MHVH001   ,KHO001    ,6489
128,57428507,1,1/2/2020 7:45,5.92E+12,Washington,1/2/2020 11:45,Nhập kho trực tiếp,SRQP4QAP7331MMQDNL7ARVYJIZBLX2K7KGK7SWZK04AOPPE,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2446000,MHVH001   ,KHO001    ,5968
129,19861121,1,1/2/2020 8:00,6.53E+12,Carson,1/2/2020 12:00,Nhập kho trực tiếp,EU0U0LBXS765EP,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",11664000,MHVH004   ,KHO006    ,8356
130,8557380,0,1/2/2020 8:15,3.26E+12,Ayala,1/2/2020 12:15,Nhập kho trực tiếp,4JWG62JLQM,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",9596000,MHVH002   ,KHO003    ,3521
131,32242381,1,1/2/2020 8:30,9.80E+12,Mc Carthy,1/2/2020 12:30,Nhập kho trực tiếp,AMKATTKM622P6Z5ME,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1260000,MHVH005   ,KHO008    ,2600
132,51262712,0,1/2/2020 8:45,7.83E+12,Jennings,1/2/2020 12:45,Nhập kho trực tiếp,QT5AB55S88MV998DBODID,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",840000,MHVH005   ,KHO009    ,4629
133,7662709,0,1/2/2020 9:00,3.62E+12,Murray,1/2/2020 13:00,Nhập kho trực tiếp,KSIQ2TQH1G40ZSHZAE50LCZBTSHTOH8W7,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",630000,MHVH003   ,KHO005    ,6128
134,36646893,0,1/2/2020 9:15,1.73E+12,Robles,1/2/2020 13:15,Nhập kho trực tiếp,8DRL2B2R76Q8AFVBDYDCR8S7XACXTK7,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",8211000,MHVH004   ,KHO008    ,9285
135,82451008,1,1/2/2020 9:30,8.57E+12,Davies,1/2/2020 13:30,Nhập kho trực tiếp,SMK47PBTYU5TLKI2XC3AJVMZLKOSZ5YMYIFOVR4N,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",5872000,MHVH004   ,KHO006    ,7518
136,21545080,1,1/2/2020 9:45,6.56E+12,Bowers,1/2/2020 13:45,Nhập kho trực tiếp,JEX3ZMCS9ZGGXOXZKI,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2910000,MHVH004   ,KHO006    ,1801
137,37678083,0,1/2/2020 10:00,9.56E+12,Estrada,1/2/2020 14:00,Nhập kho trực tiếp,1JUTVIU24U768FN0H,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4879000,MHVH004   ,KHO006    ,4063
138,68437668,0,1/2/2020 10:15,9.34E+12,Contreras,1/2/2020 14:15,Nhập kho trực tiếp,WMYBZP5H61UIOA,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",2768000,MHVH005   ,KHO008    ,3512
139,93492245,1,1/2/2020 10:30,2.56E+12,Carr,1/2/2020 14:30,Nhập kho trực tiếp,GM3PK1L4K7Y2T809OG9NWPPK4NEBS7M5WXRSKA,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",12070000,MHVH001   ,KHO002    ,2756
140,58724229,0,1/2/2020 10:45,2.51E+12,Sims,1/2/2020 14:45,Nhập kho trực tiếp,OBHE3,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",18240000,NULL,NULL,NULL
141,45682384,0,1/2/2020 11:00,4.66E+12,Hays,1/2/2020 15:00,Nhập kho trực tiếp,NB85R61ENCRXIKXN9BCKT5WH7PDJLCEBLJGC5510LQ9L0V1QZ1,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",16734000,MHVH004   ,KHO007    ,4815
142,88228858,1,1/2/2020 11:15,9.46E+11,Cochran,1/2/2020 15:15,Nhập kho trực tiếp,61I7HFRY2THSAXGBY3LH3ABZ2WBHCNNKKB893CYWD7Y73YZN,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",11392000,MHVH005   ,KHO008    ,5596
143,33565246,1,1/2/2020 11:30,7.55E+12,Bush,1/2/2020 15:30,Nhập kho trực tiếp,K2MEJXVPI5L4AME6X7YO68M,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",5355000,MHVH004   ,KHO008    ,1066
144,79993067,1,1/2/2020 11:45,6.62E+12,Brown,1/2/2020 15:45,Nhập kho trực tiếp,O3WB4W4WNXRK061DCJK7DS3LJ16Q0ZCBGHPF1KLM1OH,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3470000,MHVH005   ,KHO008    ,8204
145,19931464,0,1/2/2020 12:00,6.06E+12,Walls,1/2/2020 16:00,Nhập kho trực tiếp,UU5Q6LCNOFSW0BS2QDWNLG4JHLCSYX6O,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",9786000,MHVH003   ,KHO005    ,5717
146,12306709,0,1/2/2020 12:15,4.51E+10,Massey,1/2/2020 16:15,Nhập kho trực tiếp,QQPWFJFMPN1PTFQRIWNSTRDPL9L8JPQ83KA,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",9280000,MHVH004   ,KHO006    ,3185
147,40258451,1,1/2/2020 12:30,3.79E+12,Cochran,1/2/2020 16:30,Nhập kho trực tiếp,26AUH1VT2UN5M0F1JWHYDZ,"68 Nguyễn Huệ, P. Bến Nghé, Quận",6572000,MHVH002   ,KHO003    ,4717
148,31502090,0,1/2/2020 12:45,3.95E+12,Walton,1/2/2020 16:45,Nhập kho trực tiếp,6X630WSL855OCLSASWKNRLFMI9PP73B73W3W,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",5574000,MHVH005   ,KHO008    ,1443
149,38652306,0,1/2/2020 13:00,7.95E+12,Farley,1/2/2020 17:00,Nhập kho trực tiếp,XVXA9E0GB3FQLP2SCJKIKKQ62D5TYLFHVZU,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",13278000,MHVH005   ,KHO009    ,236
150,45836509,0,1/2/2020 13:15,4.98E+11,Morton,1/2/2020 17:15,Nhập kho trực tiếp,NCI6E5769ZLD9EQCJEQD5Q7V97HQNYULV14Z1D3FDKW3RSJKU,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",6024000,MHVH001   ,KHO002    ,2310
151,58115570,1,1/2/2020 13:30,4.68E+12,Todd,1/2/2020 17:30,Nhập kho trực tiếp,YH9HVX5MX6NGJB40I89RB5BBZKT43HOXVKZDCD57UEGWRW,"156 pAn Lạc A, QBình Tân, TpHCM",10620000,MHVH004   ,KHO006    ,2489
152,37302230,0,1/2/2020 13:45,4.11E+10,Parks,1/2/2020 17:45,Nhập kho trực tiếp,KYR9AA3RT6YHA31JFIQLYCRN432WXOEJ3J85B7EMRT66DWU4T,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4056000,MHVH003   ,KHO005    ,5805
153,47088499,0,1/2/2020 14:00,4.08E+12,Key,1/2/2020 18:00,Nhập kho trực tiếp,0E0A28,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",15006000,MHVH004   ,KHO007    ,7080
154,13770749,1,1/2/2020 14:15,3.85E+12,Mitchell,1/2/2020 18:15,Nhập kho trực tiếp,45786U4REEQUW7843T55K988Y32N0ISH0X726ELY,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1890000,MHVH001   ,KHO001    ,9588
155,62105385,0,1/2/2020 14:30,1.79E+11,Vaughan,1/2/2020 18:30,Nhập kho trực tiếp,EZH39XNSAXHW2NUWZA3SGRVM9UY05XO8635AQ4O5EVQLAKX,"68 Nguyễn Huệ, P. Bến Nghé, Quận",18832000,MHVH001   ,KHO002    ,298
156,54407600,0,1/2/2020 14:45,1.15E+12,Harper,1/2/2020 18:45,Nhập kho trực tiếp,D574H6LN3VUFYNNC89PZHJ6ULXDL1ABOWOM0,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",5064000,MHVH003   ,KHO006    ,9656
157,25985166,0,1/2/2020 15:00,1.04E+11,Raymond,1/2/2020 19:00,Nhập kho trực tiếp,JQ0HI7U997R7DD,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",8525000,MHVH004   ,KHO006    ,8035
158,50788811,0,1/2/2020 15:15,5.05E+12,Kerr,1/2/2020 19:15,Nhập kho trực tiếp,UYSTYCJKT0MTK5IA0NMOIPHZCBKCQMDNW9TYVT1C066HWDA3,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",2514000,MHVH003   ,KHO006    ,8899
159,98399039,0,1/2/2020 15:30,7.67E+12,Cobb,1/2/2020 19:30,Nhập kho trực tiếp,WQKQOJ4GTGNS6,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",3542000,MHVH005   ,KHO009    ,4228
160,99547739,0,1/2/2020 15:45,6.42E+12,Hamilton,1/2/2020 19:45,Nhập kho trực tiếp,7MYWABJF,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",18160000,MHVH001   ,KHO002    ,9433
161,58418758,0,1/2/2020 16:00,1.41E+12,Blanchard,1/2/2020 20:00,Nhập kho trực tiếp,LAOCJZ3Z1GLUVTX8QPI1DEKTCZVXHZS7GJYG06LH,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",19467000,MHVH004   ,KHO006    ,467
162,75106173,0,1/2/2020 16:15,8.65E+12,Pollard,1/2/2020 20:15,Nhập kho trực tiếp,HLBKZBT0NKM1E,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",138000,MHVH002   ,KHO003    ,9346
163,71884057,1,1/2/2020 16:30,4.89E+12,Delacruz,1/2/2020 20:30,Nhập kho trực tiếp,7PU0J45H,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",8127000,MHVH001   ,KHO001    ,3824
164,43488193,1,1/2/2020 16:45,8.08E+12,Mc Dowell,1/2/2020 20:45,Nhập kho trực tiếp,OEDCUG8J31BVS99CO2XTE551PRQ662CLZJM5LZZJF0J03XE,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",2211000,MHVH002   ,KHO003    ,6429
165,31937192,1,1/2/2020 17:00,7.59E+12,Lawrence,1/2/2020 21:00,Nhập kho trực tiếp,LNV28ONJ9CM2P1D1OQW9N3QP3DDD,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",15273000,MHVH005   ,KHO008    ,1516
166,31269392,0,1/2/2020 17:15,1.16E+12,Benjamin,1/2/2020 21:15,Nhập kho trực tiếp,5YRCBKI6ACBV2W9CWTE,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",8440000,MHVH005   ,KHO009    ,9910
167,11867353,1,1/2/2020 17:30,6.97E+11,Thornton,1/2/2020 21:30,Nhập kho trực tiếp,HBD14SIX5YUA9X3DU,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",3188000,MHVH005   ,KHO009    ,4800
168,77601218,1,1/2/2020 17:45,6.84E+12,Elliott,1/2/2020 21:45,Nhập kho trực tiếp,EHUUDDLEK6HC6,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",7868000,MHVH005   ,KHO009    ,1174
169,29372163,0,1/2/2020 18:00,1.14E+12,Gould,1/2/2020 22:00,Nhập kho trực tiếp,ZQ4TLQ7I2L1BI0L5TWH5FWS,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",11812000,MHVH005   ,KHO008    ,4562
170,50861477,1,1/2/2020 18:15,3.96E+12,Miles,1/2/2020 22:15,Nhập kho trực tiếp,Y0FQ7BGTSBBJS9S4IV,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",13290000,MHVH003   ,KHO005    ,5251
171,54419241,1,1/2/2020 18:30,4.10E+11,Neal,1/2/2020 22:30,Nhập kho trực tiếp,9T1VLSEDKV142YHVKAHBR57J6O2DJ3,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5370000,MHVH003   ,KHO004    ,6608
172,78850167,1,1/2/2020 18:45,5.80E+12,Curry,1/2/2020 22:45,Nhập kho trực tiếp,MJIITW5UYSYVYQ79KAE7U1KN4LHOWP1U,"68 Nguyễn Huệ, P. Bến Nghé, Quận",6040000,MHVH003   ,KHO004    ,9147
173,2694101,1,1/2/2020 19:00,2.87E+12,Cabrera,1/2/2020 23:00,Nhập kho trực tiếp,IEKJFNYFFIIS99TZFH24WIKYVE,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",15000000,MHVH004   ,KHO006    ,6258
174,43820259,1,1/2/2020 19:15,7.11E+12,Yates,1/2/2020 23:15,Nhập kho trực tiếp,FGX8R3DFBMP5MFREJ1UUBOPH7YPL0UMO1FJYHAR,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",12460000,MHVH005   ,KHO009    ,52
175,62925460,1,1/2/2020 19:30,5.90E+11,King,1/2/2020 23:30,Nhập kho trực tiếp,VUHCQCFP431X0JW,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",10503000,MHVH004   ,KHO007    ,4641
176,13230741,1,1/2/2020 19:45,3.62E+12,Stout,1/2/2020 23:45,Nhập kho trực tiếp,RG0SESFH0047V,120 Phan Xích Long P3 Quận Bình Thạnh,10248000,MHVH003   ,KHO005    ,9926
177,13497001,0,1/2/2020 20:00,8.06E+12,Potts,1/3/2020 0:00,Nhập kho trực tiếp,X8A5YH6CR,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",18712000,MHVH002   ,KHO002    ,8448
178,55471594,1,1/2/2020 20:15,9.99E+12,Nielsen,1/3/2020 0:15,Nhập kho trực tiếp,I0HWSO,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",9548000,MHVH003   ,KHO005    ,3509
179,32546254,0,1/2/2020 20:30,4.16E+12,Powell,1/3/2020 0:30,Nhập kho trực tiếp,IJS719ZA3EZCP78T,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",6732000,MHVH005   ,KHO009    ,2744
180,71676679,0,1/2/2020 20:45,3.06E+12,Hooper,1/3/2020 0:45,Nhập kho trực tiếp,6SMUKFJFP59EBIPBCMO3LVZBVV27Z1NA65Q,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3752000,MHVH003   ,KHO005    ,6866
181,68662581,1,1/2/2020 21:00,9.87E+12,Kemp,1/3/2020 1:00,Nhập kho trực tiếp,,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",5964000,MHVH001   ,KHO002    ,6979
182,49253325,1,1/2/2020 21:15,8.96E+11,Stone,1/3/2020 1:15,Nhập kho trực tiếp,TX48SB3PVRWA1DLKQPATBZOCCFNIY75RP9JOKUTJVLZ35XXO,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",8336000,MHVH004   ,KHO006    ,7144
183,17394897,1,1/2/2020 21:30,2.36E+12,Keller,1/3/2020 1:30,Nhập kho trực tiếp,QGGG6QT8RWCNLQOM4KSTXZWWQXQ0K6FIZG8QPBJIQFSXGV9U,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1767000,MHVH005   ,KHO009    ,9239
184,46700916,0,1/2/2020 21:45,1.09E+12,Perez,1/3/2020 1:45,Nhập kho trực tiếp,H0C5U4QKKP80SOKHUO5IXWT093H7YFUOVP3,"233đường Trục, P.13, Q. BìnhThạnh",1980000,MHVH004   ,KHO007    ,824
185,46671307,1,1/2/2020 22:00,5.25E+12,Lewis,1/3/2020 2:00,Nhập kho trực tiếp,2C4BI65MBIXR7GM73CDK7BVRNJM4UK43KEEHJU0RR7,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1002000,MHVH001   ,KHO002    ,8089
186,66852192,1,1/2/2020 22:15,3.20E+12,Robinson,1/3/2020 2:15,Nhập kho trực tiếp,R6QZITNKJCIYQH,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",13688000,MHVH004   ,KHO006    ,6708
187,85683304,1,1/2/2020 22:30,8.99E+10,Parks,1/3/2020 2:30,Nhập kho trực tiếp,OYK0RRET6T14N9CMT0M4LXJ4B7ZLR2GN,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",10130000,MHVH003   ,KHO006    ,7973
188,93646626,0,1/2/2020 22:45,2.93E+12,James,1/3/2020 2:45,Nhập kho trực tiếp,6516QFYCCJ6GOZA7QOX4CRREGPJRT23CE4G3AF2KNR8DDNM7PE,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",6279000,MHVH005   ,KHO008    ,8987
189,19094656,1,1/2/2020 23:00,3.69E+12,Mc Dowell,1/3/2020 3:00,Nhập kho trực tiếp,DIINFEMQ1V6J9FT1JI6WAMDHLID1S2C2F1PTVH1POO0OG8ZXK,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",26703000,MHVH002   ,KHO004    ,8534
190,78143936,1,1/2/2020 23:15,9.09E+11,Morse,1/3/2020 3:15,Nhập kho trực tiếp,2OIHQR512W0LYYJ448Q,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",19500000,MHVH004   ,KHO006    ,7553
191,26518439,0,1/2/2020 23:30,5.88E+12,Brennan,1/3/2020 3:30,Nhập kho trực tiếp,,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3180000,MHVH003   ,KHO005    ,7694
192,83604898,1,1/2/2020 23:45,3.51E+12,Combs,1/3/2020 3:45,Nhập kho trực tiếp,2HG7MLO0CJGH6ZNJXBYOUE5P3Q25B3Q7KG072A35G1,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",7889000,MHVH001   ,KHO002    ,8898
193,95841392,1,1/3/2020 0:00,1.41E+12,Bautista,1/3/2020 4:00,Nhập kho trực tiếp,CK3SZWL7WRBBNCR,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3822000,MHVH001   ,KHO001    ,984
194,26442873,1,1/3/2020 0:15,7.91473E+12,Woods,1/3/2020 4:15,Nhập kho trực tiếp,WJJO9S8WPZFHN7S7TPS4ZX29QWTF94CVA57MXCFKB72Z,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1184000,MHVH005   ,KHO009    ,2438
195,79723537,0,1/3/2020 0:30,5.11E+12,Stevenson,1/3/2020 4:30,Nhập kho trực tiếp,4KPY3IYJM5YGAYCYSNLNK6H06AG,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",6145000,MHVH002   ,KHO003    ,5233
196,66993360,0,1/3/2020 0:45,8.70E+12,Walker,1/3/2020 4:45,Nhập kho trực tiếp,8TSV2SLC4H5LDBN085NE3LIJHCVX2PST2OBTC,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",6759000,MHVH003   ,KHO005    ,504
