ID_DH,THOIGIANDAT,TRANGTHAI,THOIGIANGIAO,THOIGIANXN,DIACHIGIAOHANG,TONGCONG,ID_COUPONGIAMGIA,MA_HTGH,MA_HTTT,ID_KH,ID_NV,ID_PO
147,1/2/2020 12:30,4,1/9/2020 12:30,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,795,HTGH001   ,HTTT002   ,4590,338,1010
148,1/2/2020 12:45,1,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,177,HTGH003   ,HTTT005   ,2681,303,801
149,1/2/2020 13:00,6,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,298,HTGH003   ,HTTT005   ,1849,422,922
150,1/2/2020 13:15,2,1/9/2020 13:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1903,HTGH001   ,HTTT001   ,9586,40,193
151,1/2/2020 13:30,5,1/9/2020 13:30,1/10/2020 13:30,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1891,HTGH002   ,HTTT004   ,5984,361,662
152,1/2/2020 13:45,5,1/9/2020 13:45,1/10/2020 13:45,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1572,HTGH002   ,HTTT003   ,8390,130,535
153,1/2/2020 14:00,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,2058,HTGH003   ,HTTT004   ,4065,296,774
154,1/2/2020 14:15,4,1/9/2020 14:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1714,HTGH001   ,HTTT001   ,821,13,1126
155,1/2/2020 14:30,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,161,HTGH001   ,HTTT001   ,5606,255,120
156,1/2/2020 14:45,2,1/9/2020 14:45,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,2196,HTGH002   ,HTTT003   ,2168,497,563
157,1/2/2020 15:00,5,1/9/2020 15:00,1/10/2020 15:00,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1213,HTGH002   ,HTTT004   ,3914,304,641
158,1/2/2020 15:15,4,1/9/2020 15:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1194,HTGH002   ,HTTT003   ,7613,425,1059
159,1/2/2020 15:30,4,1/9/2020 15:30,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1299,HTGH003   ,HTTT005   ,4318,233,1094
160,1/2/2020 15:45,2,1/9/2020 15:45,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1568,HTGH001   ,HTTT001   ,1982,336,121
161,1/2/2020 16:00,1,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,863,HTGH002   ,HTTT004   ,7811,156,631
162,1/2/2020 16:15,3,1/9/2020 16:15,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1728,HTGH001   ,HTTT002   ,4696,211,1100
163,1/2/2020 16:30,4,1/9/2020 16:30,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,1512,HTGH001   ,HTTT001   ,9921,47,13
164,1/2/2020 16:45,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,604,HTGH001   ,HTTT002   ,4522,30,1046
165,1/2/2020 17:00,3,1/9/2020 17:00,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1720,HTGH003   ,HTTT005   ,8065,33,824
166,1/2/2020 17:15,2,1/9/2020 17:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1402,HTGH003   ,HTTT005   ,5151,430,952
167,1/2/2020 17:30,5,1/9/2020 17:30,1/10/2020 17:30,"233đường Trục, P.13, Q. BìnhThạnh",0,473,HTGH003   ,HTTT005   ,6897,436,946
168,1/2/2020 17:45,2,1/9/2020 17:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,376,HTGH003   ,HTTT005   ,8671,435,1032
169,1/2/2020 18:00,4,1/9/2020 18:00,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1553,HTGH003   ,HTTT005   ,8886,201,845
170,1/2/2020 18:15,4,1/9/2020 18:15,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,2159,HTGH002   ,HTTT003   ,3675,125,552
171,1/2/2020 18:30,3,1/9/2020 18:30,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,1499,HTGH002   ,HTTT003   ,846,223,419
172,1/2/2020 18:45,4,1/9/2020 18:45,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,896,HTGH002   ,HTTT003   ,3250,454,422
173,1/2/2020 19:00,3,1/9/2020 19:00,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,453,HTGH002   ,HTTT004   ,1918,102,601
174,1/2/2020 19:15,3,1/9/2020 19:15,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,197,HTGH003   ,HTTT005   ,4880,483,913
175,1/2/2020 19:30,2,1/9/2020 19:30,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,770,HTGH003   ,HTTT004   ,6375,68,681
176,1/2/2020 19:45,2,1/9/2020 19:45,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,39,HTGH002   ,HTTT003   ,3094,334,467
177,1/2/2020 20:00,6,NULL,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1386,HTGH001   ,HTTT002   ,7881,111,1087
178,1/2/2020 20:15,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1035,HTGH002   ,HTTT003   ,1841,447,520
179,1/2/2020 20:30,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,578,HTGH003   ,HTTT005   ,8904,24,950
180,1/2/2020 20:45,3,1/9/2020 20:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1922,HTGH002   ,HTTT003   ,669,196,1107
181,1/2/2020 21:00,4,1/9/2020 21:00,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1724,HTGH001   ,HTTT001   ,1496,8,189
182,1/2/2020 21:15,4,1/9/2020 21:15,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1959,HTGH002   ,HTTT004   ,335,250,1072
183,1/2/2020 21:30,4,1/9/2020 21:30,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,481,HTGH003   ,HTTT005   ,9985,65,909
184,1/2/2020 21:45,4,1/9/2020 21:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1661,HTGH003   ,HTTT004   ,1469,291,757
185,1/2/2020 22:00,4,1/9/2020 22:00,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1068,HTGH001   ,HTTT001   ,6473,255,1152
186,1/2/2020 22:15,5,1/9/2020 22:15,1/10/2020 22:15,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1604,HTGH002   ,HTTT004   ,6697,294,614
187,1/2/2020 22:30,4,1/9/2020 22:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,131,HTGH002   ,HTTT003   ,626,217,571
188,1/2/2020 22:45,2,1/9/2020 22:45,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,63,HTGH003   ,HTTT005   ,4583,183,865
189,1/2/2020 23:00,5,1/9/2020 23:00,1/10/2020 23:00,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1726,HTGH002   ,HTTT002   ,6475,290,378
190,1/2/2020 23:15,5,1/9/2020 23:15,1/10/2020 23:15,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1843,HTGH002   ,HTTT004   ,7000,222,1047
191,1/2/2020 23:30,3,1/9/2020 23:30,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1658,HTGH002   ,HTTT003   ,5942,358,534
192,1/2/2020 23:45,5,1/9/2020 23:45,1/10/2020 23:45,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,2042,HTGH001   ,HTTT001   ,6523,209,160
193,1/3/2020 0:00,6,NULL,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,672,HTGH001   ,HTTT001   ,6058,159,1077
194,1/3/2020 0:15,2,1/10/2020 0:15,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1752,HTGH003   ,HTTT005   ,9243,463,986
195,1/3/2020 0:30,1,NULL,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1731,HTGH001   ,HTTT002   ,4872,394,333
196,1/3/2020 0:45,3,1/10/2020 0:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1747,HTGH002   ,HTTT003   ,1731,122,518
197,1/3/2020 1:00,5,1/10/2020 1:00,1/11/2020 1:00,120 Phan Xích Long P3 Quận Bình Thạnh,0,465,HTGH003   ,HTTT005   ,8132,362,1129
198,1/3/2020 1:15,3,1/10/2020 1:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,626,HTGH001   ,HTTT001   ,7900,27,117
199,1/3/2020 1:30,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1061,HTGH003   ,HTTT004   ,8983,277,776
200,1/3/2020 1:45,1,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1349,HTGH003   ,HTTT004   ,5552,380,755
201,1/3/2020 2:00,2,1/10/2020 2:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,842,HTGH001   ,HTTT001   ,935,457,176
202,1/3/2020 2:15,3,1/10/2020 2:15,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1593,HTGH001   ,HTTT001   ,1048,6,180
203,1/3/2020 2:30,4,1/10/2020 2:30,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1007,HTGH003   ,HTTT004   ,3925,261,730
204,1/3/2020 2:45,3,1/10/2020 2:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,751,HTGH001   ,HTTT002   ,2890,357,229
205,1/3/2020 3:00,5,1/10/2020 3:00,1/11/2020 3:00,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,664,HTGH001   ,HTTT001   ,2300,313,45
206,1/3/2020 3:15,2,1/10/2020 3:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1309,HTGH002   ,HTTT003   ,9074,18,485
207,1/3/2020 3:30,2,1/10/2020 3:30,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1031,HTGH002   ,HTTT004   ,5047,273,608
208,1/3/2020 3:45,4,1/10/2020 3:45,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,782,HTGH003   ,HTTT004   ,7450,330,1023
209,1/3/2020 4:00,3,1/10/2020 4:00,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1447,HTGH001   ,HTTT001   ,381,391,103
210,1/3/2020 4:15,4,1/10/2020 4:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,2160,HTGH002   ,HTTT003   ,6053,121,526
211,1/3/2020 4:30,3,1/10/2020 4:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1311,HTGH002   ,HTTT002   ,4494,85,375
212,1/3/2020 4:45,4,1/10/2020 4:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,2181,HTGH002   ,HTTT003   ,5055,406,457
213,1/3/2020 5:00,4,1/10/2020 5:00,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,492,HTGH002   ,HTTT003   ,2703,193,586
214,1/3/2020 5:15,2,1/10/2020 5:15,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1709,HTGH003   ,HTTT004   ,3360,438,778
215,1/3/2020 5:30,5,1/10/2020 5:30,1/11/2020 5:30,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1159,HTGH003   ,HTTT004   ,5605,453,700
216,1/3/2020 5:45,4,1/10/2020 5:45,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,371,HTGH002   ,HTTT003   ,1782,485,465
217,1/3/2020 6:00,6,NULL,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,194,HTGH003   ,HTTT005   ,6878,182,838
218,1/3/2020 6:15,6,NULL,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,446,HTGH003   ,HTTT005   ,4781,488,1040
219,1/3/2020 6:30,4,1/10/2020 6:30,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1241,HTGH003   ,HTTT005   ,9346,476,816
220,1/3/2020 6:45,5,1/10/2020 6:45,1/11/2020 6:45,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,764,HTGH003   ,HTTT004   ,2354,311,752
221,1/3/2020 7:00,4,1/10/2020 7:00,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,495,HTGH003   ,HTTT005   ,3018,478,924
222,1/3/2020 7:15,3,1/10/2020 7:15,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1924,HTGH003   ,HTTT005   ,9069,216,992
223,1/3/2020 7:30,4,1/10/2020 7:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1744,HTGH002   ,HTTT003   ,1601,70,550
224,1/3/2020 7:45,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,897,HTGH003   ,HTTT005   ,3528,346,966
225,1/3/2020 8:00,1,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1683,HTGH002   ,HTTT003   ,916,208,431
226,1/3/2020 8:15,4,1/10/2020 8:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1255,HTGH001   ,HTTT001   ,9228,83,56
227,1/3/2020 8:30,4,1/10/2020 8:30,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1594,HTGH001   ,HTTT002   ,1436,5,308
228,1/3/2020 8:45,1,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1679,HTGH003   ,HTTT005   ,9938,183,866
229,1/3/2020 9:00,2,1/10/2020 9:00,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,800,HTGH003   ,HTTT004   ,3991,481,667
230,1/3/2020 9:15,5,1/10/2020 9:15,1/11/2020 9:15,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,320,HTGH003   ,HTTT005   ,3289,233,993
231,1/3/2020 9:30,4,1/10/2020 9:30,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,537,HTGH001   ,HTTT001   ,5335,9,52
232,1/3/2020 9:45,4,1/10/2020 9:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1384,HTGH003   ,HTTT004   ,2202,151,701
233,1/3/2020 10:00,1,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1792,HTGH003   ,HTTT005   ,4037,476,1216
234,1/3/2020 10:15,6,NULL,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,2093,HTGH002   ,HTTT003   ,281,447,519
235,1/3/2020 10:30,2,1/10/2020 10:30,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,539,HTGH002   ,HTTT003   ,2689,23,511
236,1/3/2020 10:45,2,1/10/2020 10:45,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1875,HTGH002   ,HTTT002   ,4426,290,1186
237,1/3/2020 11:00,1,NULL,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,519,HTGH002   ,HTTT002   ,3896,347,384
238,1/3/2020 11:15,2,1/10/2020 11:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,2167,HTGH003   ,HTTT005   ,5898,370,833
239,1/3/2020 11:30,5,1/10/2020 11:30,1/11/2020 11:30,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,179,HTGH003   ,HTTT004   ,8281,261,729
240,1/3/2020 11:45,3,1/10/2020 11:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,2188,HTGH002   ,HTTT003   ,9871,130,536
241,1/3/2020 12:00,3,1/10/2020 12:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1965,HTGH001   ,HTTT001   ,7762,309,75
242,1/3/2020 12:15,1,NULL,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,411,HTGH003   ,HTTT005   ,510,82,917
243,1/3/2020 12:30,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1842,HTGH002   ,HTTT004   ,8114,253,653
244,1/3/2020 12:45,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1486,HTGH001   ,HTTT002   ,4064,56,237
245,1/3/2020 13:00,3,1/10/2020 13:00,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1417,HTGH002   ,HTTT003   ,849,232,558
246,1/3/2020 13:15,5,1/10/2020 13:15,1/11/2020 13:15,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1523,HTGH003   ,HTTT004   ,1005,220,743
247,1/3/2020 13:30,2,1/10/2020 13:30,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,534,HTGH002   ,HTTT003   ,6155,238,589
248,1/3/2020 13:45,5,1/10/2020 13:45,1/11/2020 13:45,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,2101,HTGH001   ,HTTT001   ,5216,16,183
249,1/3/2020 14:00,4,1/10/2020 14:00,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1191,HTGH003   ,HTTT005   ,4842,399,884
250,1/3/2020 14:15,4,1/10/2020 14:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,651,HTGH001   ,HTTT002   ,7603,56,1241
251,1/3/2020 14:30,4,1/10/2020 14:30,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,689,HTGH002   ,HTTT004   ,8503,304,642
252,1/3/2020 14:45,5,1/10/2020 14:45,1/11/2020 14:45,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1317,HTGH003   ,HTTT005   ,6872,192,934
253,1/3/2020 15:00,5,1/10/2020 15:00,1/11/2020 15:00,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,683,HTGH002   ,HTTT003   ,4865,480,547
254,1/3/2020 15:15,2,1/10/2020 15:15,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1146,HTGH001   ,HTTT002   ,7345,173,258
255,1/3/2020 15:30,3,1/10/2020 15:30,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,232,HTGH001   ,HTTT001   ,4700,207,167
256,1/3/2020 15:45,5,1/10/2020 15:45,1/11/2020 15:45,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,333,HTGH003   ,HTTT004   ,3604,251,727
257,1/3/2020 16:00,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1932,HTGH002   ,HTTT003   ,8546,60,1003
258,1/3/2020 16:15,5,1/10/2020 16:15,1/11/2020 16:15,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,967,HTGH002   ,HTTT004   ,7936,250,615
259,1/3/2020 16:30,2,1/10/2020 16:30,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,1197,HTGH003   ,HTTT005   ,8637,247,967
260,1/3/2020 16:45,2,1/10/2020 16:45,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,671,HTGH003   ,HTTT004   ,186,356,1073
261,1/3/2020 17:00,4,1/10/2020 17:00,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1663,HTGH003   ,HTTT004   ,5060,393,704
262,1/3/2020 17:15,1,NULL,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1369,HTGH002   ,HTTT004   ,8699,236,627
263,1/3/2020 17:30,2,1/10/2020 17:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,753,HTGH002   ,HTTT004   ,2116,304,1248
264,1/3/2020 17:45,4,1/10/2020 17:45,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,2004,HTGH003   ,HTTT005   ,7682,192,933
265,1/3/2020 18:00,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,471,HTGH001   ,HTTT001   ,5928,87,109
266,1/3/2020 18:15,5,1/10/2020 18:15,1/11/2020 18:15,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1535,HTGH003   ,HTTT005   ,5476,77,907
267,1/3/2020 18:30,4,1/10/2020 18:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,763,HTGH001   ,HTTT001   ,4606,206,169
268,1/3/2020 18:45,4,1/10/2020 18:45,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,426,HTGH003   ,HTTT004   ,845,284,784
269,1/3/2020 19:00,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,686,HTGH002   ,HTTT003   ,1788,54,1070
270,1/3/2020 19:15,3,1/10/2020 19:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,296,HTGH001   ,HTTT002   ,7234,279,1088
271,1/3/2020 19:30,4,1/10/2020 19:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,562,HTGH002   ,HTTT003   ,2076,38,567
272,1/3/2020 19:45,5,1/10/2020 19:45,1/11/2020 19:45,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,723,HTGH003   ,HTTT004   ,5594,61,1138
273,1/3/2020 20:00,2,1/10/2020 20:00,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,70,HTGH003   ,HTTT004   ,6753,374,726
274,1/3/2020 20:15,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,524,HTGH001   ,HTTT001   ,6834,243,163
275,1/3/2020 20:30,2,1/10/2020 20:30,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1430,HTGH002   ,HTTT003   ,7894,46,448
276,1/3/2020 20:45,4,1/10/2020 20:45,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1505,HTGH001   ,HTTT001   ,4529,309,1238
277,1/3/2020 21:00,4,1/10/2020 21:00,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1404,HTGH003   ,HTTT005   ,712,292,969
278,1/3/2020 21:15,3,1/10/2020 21:15,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,725,HTGH003   ,HTTT005   ,4932,77,1263
279,1/3/2020 21:30,3,1/10/2020 21:30,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1334,HTGH001   ,HTTT001   ,4062,275,156
280,1/3/2020 21:45,3,1/10/2020 21:45,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1076,HTGH002   ,HTTT003   ,7532,439,404
281,1/3/2020 22:00,3,1/10/2020 22:00,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,668,HTGH002   ,HTTT004   ,7233,102,602
282,1/3/2020 22:15,6,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1547,HTGH003   ,HTTT005   ,2358,65,910
283,1/3/2020 22:30,4,1/10/2020 22:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,451,HTGH001   ,HTTT001   ,1221,206,1264
284,1/3/2020 22:45,5,1/10/2020 22:45,1/11/2020 22:45,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1602,HTGH001   ,HTTT001   ,1325,352,1055
285,1/3/2020 23:00,2,1/10/2020 23:00,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1347,HTGH003   ,HTTT004   ,2783,320,785
286,1/3/2020 23:15,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1286,HTGH001   ,HTTT002   ,5441,338,1144
287,1/3/2020 23:30,5,1/10/2020 23:30,1/11/2020 23:30,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,665,HTGH003   ,HTTT004   ,7362,20,1051
288,1/3/2020 23:45,5,1/10/2020 23:45,1/11/2020 23:45,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1324,HTGH002   ,HTTT003   ,1233,90,427
289,1/4/2020 0:00,3,1/11/2020 0:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,687,HTGH001   ,HTTT001   ,4993,424,9
290,1/4/2020 0:15,4,1/11/2020 0:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1955,HTGH002   ,HTTT002   ,696,203,335
291,1/4/2020 0:30,3,1/11/2020 0:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,745,HTGH002   ,HTTT003   ,8528,440,494
292,1/4/2020 0:45,2,1/11/2020 0:45,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,62,HTGH003   ,HTTT005   ,6385,269,873
293,1/4/2020 1:00,6,NULL,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,768,HTGH003   ,HTTT004   ,1324,491,1021
